area_type,availability,bath,balcony,price,site_location,bhk,new_total_sqft,price_per_sqft
Super built-up  Area,Ready To Move,2.0,1.0,36.0,Nagar Road,2,1100.0,3272.7272727272725
Super built-up  Area,22-Jun,3.0,2.0,125.0,Nagar Road,3,1660.0,7530.120481927711
Super built-up  Area,Ready To Move,2.0,1.0,40.7,Nagar Road,2,1206.0,3374.7927031509125
Built-up  Area,Ready To Move,2.0,2.0,55.86,Nagar Road,2,1300.0,4296.923076923077
Super built-up  Area,Ready To Move,2.0,1.0,75.0,Nagar Road,2,1047.0,7163.323782234957
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Nagar Road,2,1198.0,6677.79632721202
Super built-up  Area,18-Dec,1.0,1.0,48.0,Nagar Road,1,613.0,7830.342577487765
Plot  Area,Ready To Move,3.0,2.0,240.0,Nana Peth,3,4395.0,5460.750853242321
Super built-up  Area,Ready To Move,2.0,2.0,93.0,Nana Peth,2,1270.0,7322.834645669292
Super built-up  Area,Ready To Move,3.0,0.0,150.0,Nana Peth,3,1800.0,8333.333333333334
Super built-up  Area,Ready To Move,3.0,2.0,100.0,Nana Peth,3,1750.0,5714.285714285715
Super built-up  Area,18-Feb,3.0,1.0,118.0,Nana Peth,3,1688.0,6990.521327014218
Built-up  Area,Ready To Move,3.0,2.0,75.0,Nana Peth,3,1375.0,5454.545454545455
Super built-up  Area,Ready To Move,2.0,1.0,56.0,Nana Peth,3,1082.0,5175.6007393715345
Super built-up  Area,18-Apr,2.0,2.0,75.0,Nana Peth,2,1200.0,6250.0
Built-up  Area,Ready To Move,1.0,1.0,42.0,Nana Peth,1,595.0,7058.823529411765
Plot  Area,Ready To Move,4.0,2.0,240.0,Nana Peth,4,2800.0,8571.42857142857
Plot  Area,Ready To Move,2.0,0.0,67.0,Nana Peth,2,1200.0,5583.333333333333
Built-up  Area,Ready To Move,1.0,1.0,16.0,Nana Peth,1,351.0,4558.404558404558
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Nana Peth,2,1145.0,6550.218340611354
Built-up  Area,Ready To Move,2.0,1.0,75.2,Nana Peth,2,1140.0,6596.491228070176
Plot  Area,Ready To Move,2.0,1.0,70.0,Nana Peth,2,792.0,8838.38383838384
Super built-up  Area,Ready To Move,2.0,2.0,140.0,Nana Peth,3,1350.0,10370.37037037037
Super built-up  Area,Ready To Move,3.0,3.0,93.94,Nana Peth,3,1586.0,5923.076923076923
Super built-up  Area,Ready To Move,2.0,1.0,58.0,Nana Peth,2,1255.0,4621.5139442231075
Super built-up  Area,Ready To Move,5.0,2.0,225.0,Nana Peth,4,3122.0,7206.91864189622
Built-up  Area,Ready To Move,3.0,3.0,100.0,Nana Peth,3,1790.0,5586.592178770949
Super built-up  Area,Ready To Move,2.0,1.0,45.9,Nana Peth,2,1022.0,4491.19373776908
Super built-up  Area,18-Dec,2.0,1.0,109.0,Nana Peth,2,1300.0,8384.615384615385
Super built-up  Area,Ready To Move,3.0,3.0,125.0,Nana Peth,3,1734.0,7208.76585928489
Super built-up  Area,Ready To Move,2.0,2.0,87.0,Nana Peth,3,1525.0,5704.918032786885
Built-up  Area,Ready To Move,1.0,1.0,27.0,Nana Peth,1,580.0,4655.172413793103
Super built-up  Area,Ready To Move,3.0,1.0,125.0,Nana Peth,3,1832.0,6823.144104803493
Super built-up  Area,19-Dec,3.0,2.0,77.68,Nana Peth,3,1255.0,6189.641434262949
Super built-up  Area,18-Dec,3.0,2.0,77.68,Nana Peth,3,1255.0,6189.641434262949
Super built-up  Area,18-May,2.0,0.0,66.5,Nana Peth,3,1200.0,5541.666666666667
Super built-up  Area,Ready To Move,2.0,3.0,65.0,Nana Peth,2,1235.0,5263.1578947368425
Built-up  Area,Ready To Move,3.0,2.0,92.0,Nana Peth,3,1667.0,5518.896220755849
Super built-up  Area,18-Oct,2.0,2.0,58.4,Nana Peth,2,1145.0,5100.436681222707
Super built-up  Area,Ready To Move,2.0,1.0,95.0,Nana Peth,3,1459.0,6511.3091158327625
Super built-up  Area,18-Sep,1.0,1.0,16.45,Nana Peth,1,645.0,2550.3875968992247
Built-up  Area,Ready To Move,3.0,3.0,105.0,Nana Peth,3,1650.0,6363.636363636364
Super built-up  Area,Ready To Move,2.0,2.0,85.0,Nana Peth,2,1310.0,6488.5496183206105
Super built-up  Area,Ready To Move,3.0,2.0,150.0,Nana Peth,3,1850.0,8108.108108108108
Built-up  Area,Ready To Move,2.0,2.0,88.0,Nana Peth,3,1600.0,5500.0
Super built-up  Area,Ready To Move,3.0,2.0,90.0,Nana Peth,3,1435.0,6271.777003484321
Super built-up  Area,Ready To Move,3.0,2.0,95.0,Nana Peth,3,1601.0,5933.791380387258
Super built-up  Area,18-Apr,2.0,1.0,45.91,Nana Peth,2,984.0,4665.650406504065
Super built-up  Area,18-Dec,2.0,1.0,75.0,Nana Peth,2,1216.0,6167.763157894737
Built-up  Area,18-Apr,3.0,1.0,210.0,Nana Peth,4,2429.0,8645.533141210375
Super built-up  Area,Ready To Move,3.0,2.0,148.0,Nana Peth,3,1836.0,8061.002178649237
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Nana Peth,2,1174.0,6643.9522998296425
Super built-up  Area,20-Sep,1.0,0.0,40.55,Nana Peth,1,863.0,4698.725376593278
Super built-up  Area,Ready To Move,1.0,0.0,28.0,Nana Peth,1,635.0,4409.4488188976375
Super built-up  Area,Ready To Move,2.0,2.0,57.6,Nana Peth,2,1100.0,5236.363636363636
Super built-up  Area,20-Sep,3.0,2.0,139.0,Nana Peth,3,2140.0,6495.327102803738
Super built-up  Area,Ready To Move,3.0,2.0,89.0,Nana Peth,3,1777.26,5007.7084950991975
Super built-up  Area,Ready To Move,3.0,2.0,150.0,Nana Peth,3,2095.0,7159.904534606205
Super built-up  Area,Ready To Move,2.0,1.0,95.0,Nana Peth,2,1160.0,8189.6551724137935
Super built-up  Area,Ready To Move,3.0,1.0,150.0,Nana Peth,3,1819.0,8246.289169873557
Super built-up  Area,Ready To Move,2.0,2.0,56.0,Nana Peth,2,1179.0,4749.787955894826
Super built-up  Area,18-Mar,2.0,1.0,59.0,Nana Peth,2,1245.0,4738.955823293173
Super built-up  Area,Ready To Move,2.0,2.0,56.0,Nana Peth,2,918.0,6100.217864923748
Built-up  Area,Ready To Move,2.0,2.0,72.0,Nana Peth,2,1220.0,5901.639344262295
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Nana Peth,2,1140.0,6842.105263157895
Super built-up  Area,Ready To Move,2.0,2.0,135.0,Nana Peth,3,1400.0,9642.857142857143
Plot  Area,18-Feb,2.0,1.0,68.0,Nana Peth,2,1200.0,5666.666666666667
Super built-up  Area,Ready To Move,3.0,3.0,115.0,Nana Peth,3,1715.0,6705.539358600583
Super built-up  Area,Ready To Move,4.0,2.0,125.0,Nana Peth,3,1965.0,6361.323155216285
Built-up  Area,Ready To Move,1.0,1.0,16.75,Nana Peth,1,575.0,2913.0434782608695
Super built-up  Area,Ready To Move,4.0,2.0,121.0,Nana Peth,3,1850.0,6540.540540540541
Built-up  Area,Ready To Move,4.0,1.0,150.0,Nana Peth,4,2400.0,6250.0
Super built-up  Area,Ready To Move,2.0,2.0,59.0,Nana Peth,2,1195.0,4937.238493723849
Plot  Area,Ready To Move,3.0,2.0,65.0,Nana Peth,3,1200.0,5416.666666666667
Super built-up  Area,Ready To Move,3.0,2.0,92.13,Nana Peth,3,1675.0,5500.298507462687
Super built-up  Area,Ready To Move,2.0,1.0,55.0,Narayan Peth,2,845.0,6508.87573964497
Super built-up  Area,Ready To Move,3.0,3.0,135.0,Narayan Peth,3,1735.0,7780.979827089337
Built-up  Area,20-Dec,3.0,2.0,101.0,Narayan Peth,3,1768.0,5712.669683257918
Built-up  Area,Ready To Move,2.0,1.0,52.0,Narayan Peth,2,1020.0,5098.0392156862745
Super built-up  Area,21-Oct,1.0,1.0,30.0,Narayan Peth,1,525.0,5714.285714285715
Super built-up  Area,Ready To Move,3.0,3.0,89.55,Narayan Peth,3,1606.0,5575.965130759651
Super built-up  Area,Ready To Move,5.0,2.0,215.0,Narayan Peth,4,2483.0,8658.880386629078
Super built-up  Area,Ready To Move,2.0,2.0,72.0,Narayan Peth,2,1180.0,6101.6949152542375
Super built-up  Area,Ready To Move,2.0,1.0,110.0,Narayan Peth,3,1508.0,7294.429708222811
Built-up  Area,Ready To Move,2.0,1.0,110.0,Narayan Peth,3,1685.0,6528.189910979228
Super built-up  Area,17-Oct,2.0,1.0,90.5,Narayan Peth,3,1708.0,5298.594847775175
Plot  Area,Ready To Move,3.0,3.0,302.0,Narayan Peth,4,4800.0,6291.666666666667
Plot  Area,Ready To Move,3.0,1.0,80.0,Narayan Peth,3,950.0,8421.052631578947
Plot  Area,Ready To Move,1.0,0.0,37.5,Narayan Peth,1,1500.0,2500.0
Super built-up  Area,Ready To Move,2.0,1.0,95.0,Narayan Peth,2,1320.0,7196.969696969697
Super built-up  Area,17-Dec,5.0,3.0,386.0,Narayan Peth,4,3960.0,9747.474747474747
Built-up  Area,Ready To Move,2.0,1.0,60.0,Narayan Peth,2,1100.0,5454.545454545455
Super built-up  Area,Ready To Move,1.0,1.0,17.0,Narayan Peth,1,550.0,3090.909090909091
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Narayan Peth,2,1275.0,5098.0392156862745
Carpet  Area,20-Dec,1.0,0.0,19.695,Narayan Peth,1,458.0,4300.218340611354
Built-up  Area,Ready To Move,2.0,2.0,102.0,Narayan Peth,2,1300.0,7846.153846153846
Super built-up  Area,Ready To Move,2.0,2.0,84.5,Narayan Peth,2,1405.0,6014.234875444839
Super built-up  Area,21-Dec,1.0,1.0,48.24,Narayan Peth,1,706.0,6832.8611898017
Super built-up  Area,Ready To Move,1.0,1.0,57.0,Narayan Peth,1,705.0,8085.106382978724
Super built-up  Area,18-May,2.0,1.0,63.0,Narayan Peth,2,1197.0,5263.1578947368425
Super built-up  Area,18-Sep,3.0,2.0,96.5,Narayan Peth,3,1590.0,6069.182389937107
Super built-up  Area,18-Dec,2.0,1.0,59.45,Narayan Peth,2,1036.0,5738.416988416989
Super built-up  Area,18-Apr,2.0,2.0,61.45,Narayan Peth,2,1088.0,5647.97794117647
Super built-up  Area,Ready To Move,2.0,3.0,78.0,Narayan Peth,2,1355.0,5756.457564575646
Super built-up  Area,20-Dec,3.0,2.0,86.0,Narayan Peth,3,1482.0,5802.968960863698
Super built-up  Area,Ready To Move,2.0,2.0,338.0,Narayan Peth,4,4334.0,7798.800184586987
Super built-up  Area,18-Aug,3.0,2.0,150.0,Narayan Peth,3,1920.0,7812.5
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Narayan Peth,2,934.0,5888.650963597431
Super built-up  Area,Ready To Move,2.0,2.0,87.0,Narayan Peth,2,1281.0,6791.569086651054
Super built-up  Area,Ready To Move,3.0,3.0,120.0,Narayan Peth,3,1862.0,6444.68313641246
Super built-up  Area,Ready To Move,3.0,3.0,125.0,Narayan Peth,3,1713.0,7297.139521307648
Super built-up  Area,21-Mar,3.0,3.0,85.61,Narayan Peth,3,1711.0,5003.506721215664
Super built-up  Area,Ready To Move,2.0,1.0,25.0,Narayan Peth,1,400.0,6250.0
Built-up  Area,Ready To Move,1.0,0.0,25.84,Narayan Peth,1,646.0,4000.0
Super built-up  Area,Ready To Move,2.0,2.0,126.0,Narayan Peth,3,1590.0,7924.528301886792
Built-up  Area,Ready To Move,3.0,3.0,170.0,Narayan Peth,4,3000.0,5666.666666666667
Built-up  Area,Ready To Move,4.0,1.0,200.0,Narayan Peth,4,2800.0,7142.857142857143
Plot  Area,Ready To Move,6.0,3.0,145.0,Narayan Peth,7,3000.0,4833.333333333333
Super built-up  Area,Ready To Move,3.0,2.0,400.0,Narayan Peth,3,4097.0,9763.24139614352
Super built-up  Area,Ready To Move,2.0,2.0,70.0,Narayan Peth,3,1395.0,5017.921146953405
Super built-up  Area,Ready To Move,2.0,2.0,74.0,Narayan Peth,2,1130.0,6548.672566371682
Super built-up  Area,Ready To Move,2.0,1.0,57.0,Narayan Peth,2,1075.0,5302.325581395349
Super built-up  Area,Ready To Move,2.0,2.0,106.0,Narayan Peth,3,1786.0,5935.05039193729
Super built-up  Area,Ready To Move,2.0,2.0,64.08,Narayan Peth,2,1165.0,5500.429184549356
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Narayan Peth,2,1160.0,6465.517241379311
Super built-up  Area,Ready To Move,3.0,2.0,120.0,Narayan Peth,3,2159.0,5558.12876331635
Super built-up  Area,Ready To Move,3.0,1.0,100.0,Narayan Peth,3,1500.0,6666.666666666667
Plot  Area,Ready To Move,5.0,1.0,230.0,Narayan Peth,4,2916.0,7887.517146776406
Super built-up  Area,Ready To Move,2.0,1.0,85.0,Narayan Peth,2,1205.0,7053.941908713693
Built-up  Area,19-Dec,4.0,0.0,154.0,Narayan Peth,4,1880.0,8191.489361702128
Super built-up  Area,18-Aug,2.0,2.0,113.0,Narayan Peth,2,1260.0,8968.253968253968
Super built-up  Area,Ready To Move,2.0,1.0,58.5,Narayan Peth,2,1060.0,5518.867924528302
Super built-up  Area,Ready To Move,2.0,2.0,68.0,Narayan Peth,3,1330.0,5112.7819548872185
Super built-up  Area,Ready To Move,3.0,1.0,90.0,Narayan Peth,3,1685.0,5341.246290801187
Super built-up  Area,Ready To Move,4.0,2.0,120.0,Narayan Peth,3,1950.0,6153.846153846154
Plot  Area,Ready To Move,3.0,0.0,200.0,Narayan Peth,4,2400.0,8333.333333333334
Super built-up  Area,Ready To Move,3.0,1.0,65.0,Narayan Peth,3,1305.0,4980.842911877395
Super built-up  Area,Ready To Move,2.0,1.0,70.0,Narayan Peth,3,1250.0,5600.0
Super built-up  Area,Ready To Move,2.0,1.0,75.0,Narayan Peth,3,1470.0,5102.040816326531
Super built-up  Area,19-Jul,2.0,1.0,108.0,Narayan Peth,2,1332.0,8108.108108108108
Super built-up  Area,18-Dec,3.0,2.0,100.0,Narayan Peth,3,1691.0,5913.660555884092
Carpet  Area,Ready To Move,2.0,1.0,85.0,Narayan Peth,3,1470.0,5782.312925170068
Super built-up  Area,Ready To Move,3.0,1.0,145.0,Narayangaon,3,2050.0,7073.170731707317
Built-up  Area,Ready To Move,2.0,1.0,69.0,Narayangaon,2,1280.0,5390.625
Built-up  Area,Ready To Move,2.0,1.0,43.25,Narayangaon,2,1100.0,3931.818181818182
Super built-up  Area,Ready To Move,2.0,2.0,95.0,Narayangaon,3,1715.0,5539.35860058309
Built-up  Area,Ready To Move,2.0,1.0,90.0,Narayangaon,3,1325.0,6792.452830188679
Super built-up  Area,Ready To Move,4.0,1.0,160.0,Narayangaon,6,3600.0,4444.444444444444
Super built-up  Area,Ready To Move,2.0,2.0,47.0,Narayangaon,2,1185.0,3966.2447257383965
Built-up  Area,20-Dec,2.0,1.0,83.0,Narayangaon,2,1447.0,5736.005528680028
Super built-up  Area,Ready To Move,2.0,1.0,56.0,Narayangaon,2,1100.0,5090.909090909091
Super built-up  Area,Ready To Move,3.0,2.0,86.58,Narayangaon,3,1665.0,5200.0
Built-up  Area,Ready To Move,3.0,2.0,88.0,Narayangaon,3,1650.0,5333.333333333333
Built-up  Area,Ready To Move,2.0,1.0,37.49,Narayangaon,2,755.0,4965.562913907284
Built-up  Area,Ready To Move,2.0,2.0,66.0,Narayangaon,2,1200.0,5500.0
Plot  Area,Ready To Move,4.0,2.0,130.0,Narayangaon,4,1550.0,8387.09677419355
Super built-up  Area,18-Dec,4.0,0.0,314.5,Narayangaon,4,4624.5,6800.735214617796
Super built-up  Area,Ready To Move,3.0,2.0,108.0,Narayangaon,3,1697.0,6364.172068355922
Super built-up  Area,Ready To Move,2.0,1.0,37.0,Narayangaon,2,740.0,5000.0
Built-up  Area,Ready To Move,2.0,2.0,65.0,Narayangaon,2,1185.0,5485.232067510548
Super built-up  Area,Ready To Move,2.0,1.0,43.0,Narayangaon,2,975.0,4410.25641025641
Super built-up  Area,Ready To Move,1.0,1.0,29.0,Narayangaon,1,605.0,4793.388429752066
Super built-up  Area,Ready To Move,2.0,2.0,60.0,Narayangaon,2,1200.0,5000.0
Super built-up  Area,Ready To Move,2.0,1.0,33.0,Narayangaon,2,1051.0,3139.8667935299713
Super built-up  Area,18-Dec,4.0,1.0,128.0,Narayangaon,3,2321.0,5514.864282636794
Super built-up  Area,Ready To Move,2.0,2.0,39.06,Narayangaon,2,1240.0,3150.0
Built-up  Area,Ready To Move,3.0,2.0,89.0,Narayangaon,3,1335.0,6666.666666666667
Super built-up  Area,Ready To Move,2.0,2.0,64.08,Narayangaon,2,1168.0,5486.301369863014
Super built-up  Area,Ready To Move,2.0,1.0,70.0,Narayangaon,2,900.0,7777.777777777777
Super built-up  Area,Ready To Move,2.0,1.0,57.0,Narayangaon,2,1230.0,4634.1463414634145
Super built-up  Area,19-Jun,3.0,1.0,123.0,Narayangaon,3,1512.0,8134.920634920635
Built-up  Area,Ready To Move,2.0,2.0,40.0,Narayangaon,2,1190.0,3361.344537815126
Super built-up  Area,Ready To Move,2.0,1.0,55.0,Narayangaon,2,1113.0,4941.599281221923
Plot  Area,Ready To Move,4.0,2.0,85.0,Narayangaon,4,1350.0,6296.2962962962965
Super built-up  Area,19-Dec,2.0,1.0,90.0,Narayangaon,3,1255.0,7171.314741035857
Built-up  Area,18-Apr,3.0,1.0,67.0,Narayangaon,3,1286.0,5209.9533437014
Super built-up  Area,Ready To Move,3.0,1.0,104.0,Narayangaon,3,1564.0,6649.616368286445
Super built-up  Area,Ready To Move,2.0,1.0,108.0,Narayangaon,2,1344.0,8035.714285714285
Super built-up  Area,Ready To Move,2.0,1.0,82.0,Narayangaon,2,1198.0,6844.741235392321
Super built-up  Area,Ready To Move,3.0,2.0,95.0,Narayangaon,3,1498.0,6341.789052069425
Super built-up  Area,Ready To Move,2.0,1.0,71.03,Narayangaon,2,1257.0,5650.755767700875
Plot  Area,Ready To Move,2.0,0.0,30.0,Narayangaon,2,600.0,5000.0
Super built-up  Area,18-Mar,1.0,1.0,47.0,Narayangaon,1,630.0,7460.31746031746
Built-up  Area,Ready To Move,3.0,2.0,180.0,Narayangaon,3,2500.0,7200.0
Built-up  Area,Ready To Move,2.0,2.0,45.0,Narayangaon,2,1160.0,3879.310344827586
Super built-up  Area,Ready To Move,2.0,1.0,38.49,Narayangaon,2,1100.0,3499.090909090909
Super built-up  Area,Ready To Move,2.0,2.0,43.0,Narayangaon,2,947.0,4540.654699049631
Built-up  Area,Ready To Move,2.0,0.0,43.0,Narayangaon,2,1200.0,3583.3333333333335
Super built-up  Area,18-Jan,1.0,1.0,57.0,Narayangaon,1,705.0,8085.106382978724
Super built-up  Area,22-Jun,2.0,2.0,98.0,Narayangaon,2,1250.0,7840.0
Built-up  Area,Ready To Move,2.0,2.0,70.0,Narayangaon,2,1342.0,5216.095380029807
Super built-up  Area,Ready To Move,2.0,1.0,71.0,Narayangaon,2,1240.0,5725.806451612903
Built-up  Area,Ready To Move,2.0,2.0,43.2,Narayangaon,2,1200.0,3600.0
Built-up  Area,Ready To Move,2.0,2.0,55.0,Narayangaon,2,1200.0,4583.333333333333
Super built-up  Area,Ready To Move,3.0,1.0,150.0,Narayangaon,3,1600.0,9375.0
Super built-up  Area,Ready To Move,3.0,2.0,115.0,Narayangaon,3,1893.0,6075.0132065504495
Super built-up  Area,Ready To Move,3.0,2.0,110.0,Narayangaon,3,1645.0,6686.930091185411
Built-up  Area,Ready To Move,2.0,1.0,82.0,Narayangaon,2,1197.0,6850.459482038429
Built-up  Area,Ready To Move,2.0,2.0,40.0,Narayangaon,2,945.0,4232.804232804233
Super built-up  Area,Ready To Move,4.0,2.0,300.0,Narayangaon,4,3205.0,9360.374414976599
Super built-up  Area,Ready To Move,2.0,3.0,65.0,Narayangaon,2,1166.0,5574.614065180103
Super built-up  Area,Ready To Move,3.0,2.0,116.0,Narayangaon,3,1660.0,6987.951807228916
Super built-up  Area,19-Dec,3.0,1.0,200.0,Narayangaon,3,3596.0,5561.735261401557
Super built-up  Area,19-Jul,3.0,2.0,125.0,Narayangaon,3,1592.0,7851.75879396985
Super built-up  Area,Ready To Move,2.0,1.0,75.0,Narayangaon,2,1174.0,6388.415672913117
Super built-up  Area,Ready To Move,1.0,2.0,52.0,Narayangaon,2,730.0,7123.287671232877
Super built-up  Area,Ready To Move,2.0,2.0,67.0,Narayangaon,2,1158.0,5785.837651122625
Super built-up  Area,Ready To Move,2.0,0.0,38.665,Narayangaon,2,1081.5,3575.127138233934
Super built-up  Area,Ready To Move,2.0,1.0,43.0,Narayangaon,2,1153.0,3729.4015611448394
Super built-up  Area,18-Jun,2.0,1.0,62.0,Narayangaon,2,1260.0,4920.6349206349205
Super built-up  Area,Ready To Move,2.0,2.0,100.0,Narayangaon,2,1245.0,8032.128514056225
Plot  Area,18-Aug,3.0,1.0,78.57,Narayangaon,3,1500.0,5237.999999999999
Built-up  Area,Ready To Move,2.0,2.0,55.0,Narayangaon,2,1045.0,5263.1578947368425
Super built-up  Area,Ready To Move,2.0,2.0,50.0,Narayangaon,2,1075.0,4651.162790697675
Built-up  Area,Ready To Move,2.0,0.0,54.05,Narayangaon,2,1175.0,4600.0
Super built-up  Area,18-May,2.0,1.0,56.45,Narayangaon,2,1230.0,4589.430894308943
Super built-up  Area,Ready To Move,2.0,2.0,52.0,Narayangaon,2,1008.0,5158.730158730159
Built-up  Area,Ready To Move,2.0,3.0,59.0,Narayangaon,2,1680.0,3511.904761904762
Built-up  Area,Ready To Move,2.0,2.0,72.0,Narayangaon,2,1225.0,5877.551020408163
Super built-up  Area,Ready To Move,2.0,1.0,48.0,Narayangaon,2,1125.0,4266.666666666667
Super built-up  Area,Ready To Move,2.0,1.0,43.0,Narayangaon,2,1096.0,3923.3576642335765
Super built-up  Area,Ready To Move,3.0,2.0,150.0,Narayangaon,3,1798.0,8342.602892102335
Super built-up  Area,Ready To Move,2.0,2.0,75.0,Narayangaon,2,1185.0,6329.113924050633
Super built-up  Area,Ready To Move,2.0,0.0,73.17,Narayangaon,2,1355.0,5400.0
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Narayangaon,2,1180.0,5508.474576271186
Super built-up  Area,Ready To Move,1.0,1.0,35.0,Narayangaon,1,750.0,4666.666666666667
Super built-up  Area,Ready To Move,3.0,2.0,125.0,Narayangaon,3,1756.0,7118.451025056947
Built-up  Area,Ready To Move,2.0,1.0,50.0,Narayangaon,2,1236.0,4045.3074433656957
Plot  Area,Ready To Move,5.0,2.0,140.0,Narayangaon,5,1600.0,8750.0
Super built-up  Area,18-Apr,2.0,1.0,67.65,Narayangaon,2,1230.0,5500.000000000001
Super built-up  Area,Ready To Move,2.0,1.0,76.77,Narayangaon,2,1045.0,7346.411483253589
Super built-up  Area,Ready To Move,3.0,2.0,70.0,Narayangaon,2,1200.0,5833.333333333333
Super built-up  Area,Ready To Move,2.0,1.0,41.0,Narayangaon,2,1000.0,4100.0
Super built-up  Area,20-Dec,2.0,2.0,28.47,Narayangaon,2,876.0,3250.0
Built-up  Area,Ready To Move,2.0,2.0,44.0,Navi Peth,2,1160.0,3793.103448275862
Plot  Area,Ready To Move,2.0,0.0,95.0,Navi Peth,4,1200.0,7916.666666666667
Super built-up  Area,Ready To Move,2.0,1.0,77.0,Navi Peth,2,1508.0,5106.100795755968
Built-up  Area,18-Apr,1.0,1.0,34.65,Navi Peth,1,630.0,5500.0
Super built-up  Area,18-Apr,3.0,2.0,99.0,Navi Peth,3,1599.0,6191.369606003753
Super built-up  Area,17-Oct,2.0,1.0,52.04,Navi Peth,2,1235.0,4213.765182186235
Super built-up  Area,Ready To Move,2.0,1.0,39.0,Navi Peth,2,1114.0,3500.8976660682224
Super built-up  Area,18-Dec,2.0,0.0,43.415,Navi Peth,2,1142.5,3800.0
Super built-up  Area,Ready To Move,3.0,2.0,95.84,Navi Peth,3,1843.0,5200.217037438958
Super built-up  Area,18-Dec,2.0,0.0,56.93,Navi Peth,2,1265.0,4500.395256916996
Super built-up  Area,18-Dec,3.0,2.0,94.79,Navi Peth,3,1697.0,5585.739540365351
Super built-up  Area,Ready To Move,4.0,1.0,310.0,Navi Peth,4,4111.0,7540.744344441741
Built-up  Area,Ready To Move,2.0,3.0,67.0,Navi Peth,2,1410.0,4751.77304964539
Super built-up  Area,Ready To Move,2.0,3.0,73.0,Navi Peth,2,1188.0,6144.781144781145
Built-up  Area,Ready To Move,2.0,1.0,25.0,Navi Peth,2,750.0,3333.3333333333335
Super built-up  Area,Ready To Move,4.0,2.0,250.0,Navi Peth,4,3245.0,7704.160246533128
Built-up  Area,Ready To Move,2.0,2.0,50.0,Navi Peth,2,945.0,5291.005291005291
Super built-up  Area,Ready To Move,2.0,2.0,62.0,Navi Peth,2,1390.0,4460.431654676259
Super built-up  Area,18-Dec,2.0,2.0,99.745,Navi Peth,3,1707.0,5843.2923257176335
Super built-up  Area,19-Jun,3.0,2.0,124.0,Navi Peth,3,1700.0,7294.117647058823
Super built-up  Area,Ready To Move,2.0,2.0,50.0,Navi Peth,2,1325.0,3773.5849056603774
Super built-up  Area,Ready To Move,4.0,2.0,125.0,Navi Peth,3,2150.0,5813.953488372093
Plot  Area,Ready To Move,2.0,1.0,120.0,Navi Peth,3,1500.0,8000.0
Carpet  Area,18-Dec,4.0,1.0,121.0,Navi Peth,4,1451.5,8336.203926972097
Super built-up  Area,Ready To Move,3.0,2.0,132.0,Navi Peth,3,1999.0,6603.301650825412
Super built-up  Area,Ready To Move,2.0,3.0,42.0,Navi Peth,2,877.0,4789.053591790193
Built-up  Area,Ready To Move,2.0,2.0,48.0,Navi Peth,2,1033.0,4646.660212971927
Super built-up  Area,19-Jun,2.0,1.0,92.0,Navi Peth,2,1320.0,6969.69696969697
Super built-up  Area,Ready To Move,2.0,3.0,39.2,Navi Peth,2,1224.0,3202.614379084968
Super built-up  Area,Ready To Move,3.0,2.0,95.0,Navi Peth,3,1880.0,5053.191489361702
